Image,z=0,z=1,z=2,z=3,z=4,z=5,z=6,z=7,z=8
1419.pgm,8,277,1537,4919,3889,2315,897,329,2213
142.pgm,11,511,1892,3337,3557,1595,2211,3259,11
1420.pgm,5,149,943,2591,4268,4534,2566,1311,17
1421.pgm,0,18,245,888,2392,7325,5336,180,0
1422.pgm,0,10,181,883,4047,9392,1855,16,0
1423.pgm,0,1,8,111,1273,12357,2608,15,11
1424.pgm,4,209,1217,3532,5162,4430,1706,35,89
1425.pgm,2,53,427,1775,4384,6345,3342,56,0
1426.pgm,1,16,47,450,3533,10862,1237,57,181
1427.pgm,0,79,2673,7900,4918,590,190,34,0
1428.pgm,0,5,19,129,1663,13248,1316,4,0
1429.pgm,0,0,40,177,1823,5900,7959,485,0
143.pgm,0,43,1361,6493,4776,2357,1111,243,0
1430.pgm,2,64,460,1557,3646,8285,2314,29,27
1431.pgm,0,7,57,380,2025,10066,3839,8,2
1432.pgm,0,3,50,186,929,7246,7696,84,190
1433.pgm,1,7,105,494,1447,10707,3583,40,0
1434.pgm,7,170,285,561,1012,5240,8694,412,3
1435.pgm,1,61,152,495,2919,9396,3081,104,175
1436.pgm,0,0,0,109,560,3626,10532,1557,0
1437.pgm,0,24,179,655,2223,10782,2477,41,3
1438.pgm,1,82,475,1909,3500,7183,3177,53,4
1439.pgm,8,138,249,464,1388,9199,4861,77,0
144.pgm,0,136,2227,3376,1975,1253,2247,5167,3
1440.pgm,0,2,41,270,1332,7759,6767,160,53
1441.pgm,0,42,269,685,3456,8157,3605,160,10
1442.pgm,0,185,1136,1570,3432,3862,3898,2301,0
1443.pgm,0,40,227,468,1910,9482,4010,242,5
1444.pgm,2,135,754,1356,3456,6812,3518,95,256
1445.pgm,3,569,2112,2731,3171,3746,3432,620,0
1446.pgm,0,24,75,529,1701,8507,5149,97,302
1447.pgm,0,11,43,440,1881,12244,1739,2,24
1448.pgm,0,1,63,310,1418,8628,5807,84,73
1449.pgm,2,195,544,567,619,1690,8433,4334,0
145.pgm,15,414,3201,5954,4417,1878,458,47,0
1450.pgm,0,20,60,125,2074,12145,1891,14,55
1451.pgm,1,2,47,545,5158,9542,1077,5,7
1452.pgm,7,833,3426,4315,3409,1944,1483,964,3
1453.pgm,23,357,2157,3148,2698,3582,2824,1376,219
1454.pgm,14,130,997,1948,2870,3355,2900,4125,45
1455.pgm,74,1876,1871,2183,2707,3243,3124,1284,22
1456.pgm,1,39,450,683,2910,11202,1094,5,0
1457.pgm,0,23,148,577,2648,10025,2907,56,0
1458.pgm,1,36,196,409,1556,9257,4761,163,5
1459.pgm,4,21,39,348,2250,9927,3682,101,12
146.pgm,0,148,650,1451,2165,2343,6994,2633,0
1460.pgm,0,18,266,1031,5815,8566,653,5,30
1461.pgm,0,22,131,827,3333,10109,1933,5,24
1462.pgm,2,516,2423,4643,3827,2038,1558,528,849
1463.pgm,2,79,254,610,2829,8039,4273,289,9
1464.pgm,0,26,63,326,1317,10431,4214,7,0
1465.pgm,4,360,647,767,1280,3270,2469,202,7385
1466.pgm,0,6,180,961,4526,9006,1702,3,0
1467.pgm,0,32,257,700,3122,10538,1721,14,0
1468.pgm,1,29,178,684,3243,8896,3178,163,12
1469.pgm,35,1557,3879,2282,1529,1779,2977,2266,80
147.pgm,0,158,698,1751,2747,3781,3972,3262,15
1470.pgm,0,76,436,1820,3398,7156,3424,73,1
1471.pgm,0,40,142,472,2736,9116,3834,39,5
1472.pgm,37,498,357,951,1395,1692,2346,8384,724
1473.pgm,0,143,815,1097,2343,2752,3407,5480,347
1474.pgm,0,18,116,460,1688,10018,4064,10,10
1475.pgm,6,174,1122,2600,3699,6047,2355,89,292
1476.pgm,0,51,422,716,1487,11484,2206,8,10
1477.pgm,0,29,214,1086,4980,7098,2926,27,24
1478.pgm,1,20,74,469,2734,6158,5283,1641,4
1479.pgm,2,19,53,179,1378,11207,3477,57,12
148.pgm,1,40,177,1429,4331,3064,3938,3400,4
1480.pgm,4,613,1325,1844,2729,3602,4205,2062,0
1481.pgm,0,0,17,204,1532,11797,2737,26,71
1482.pgm,18,774,2440,3505,3490,2403,2623,1130,1
1483.pgm,0,17,111,584,3966,9877,1810,19,0
1484.pgm,0,10,34,94,1199,12877,2170,0,0
1485.pgm,5,77,343,789,1450,7486,5955,266,13
1486.pgm,0,18,169,665,1651,9103,4683,72,23
1487.pgm,0,189,1998,3915,4552,2649,1069,2012,0
1488.pgm,5,188,543,825,1651,3277,8242,1646,7
1489.pgm,6,267,1205,2851,5603,4963,1353,129,7
149.pgm,108,2538,4550,3786,2376,1900,899,227,0
1490.pgm,0,1,100,327,3222,9770,2950,14,0
1491.pgm,2,88,336,738,1943,6829,6303,141,4
1492.pgm,1,61,377,2191,4464,5967,3166,156,1
1493.pgm,63,978,727,250,438,1926,9897,2061,44
1494.pgm,31,691,1447,3147,3434,2556,1485,652,2941
1495.pgm,15,511,2272,3998,4076,2813,1810,889,0
1496.pgm,0,0,4,134,1787,12299,1979,36,145
1497.pgm,0,139,385,529,2773,11186,1370,2,0
1498.pgm,5,722,2335,3892,4355,2793,1122,461,699
1499.pgm,2,35,281,1068,4508,8419,2045,22,4
15.pgm,1,172,204,156,573,2025,7674,5569,10
150.pgm,0,115,806,1078,3415,6345,3800,814,11
1500.pgm,10,597,1399,1866,2551,3257,4233,2469,2
1501.pgm,1,28,603,884,2437,9749,2653,4,25
1502.pgm,6,57,147,349,2316,9395,3701,86,327
1503.pgm,4,75,335,649,2785,9011,3413,110,2
1504.pgm,70,872,658,282,529,2133,9824,1947,69
1505.pgm,9,646,2479,5175,5616,1781,424,67,187
1506.pgm,0,43,226,673,2082,8867,4420,61,12
1507.pgm,0,38,120,500,1782,11758,1920,68,198
1508.pgm,0,21,94,528,3725,8042,3940,34,0
1509.pgm,0,4,16,60,479,10410,5027,87,301
151.pgm,0,60,310,410,657,1841,9271,3833,2
1510.pgm,0,11,95,464,1963,8206,5497,123,25
1511.pgm,2,55,264,1276,4883,7038,2700,166,0
1512.pgm,8,527,2093,2998,3363,2502,1524,413,2956
1513.pgm,0,8,53,425,1291,10449,4116,34,8
1514.pgm,0,26,174,598,2652,10213,2543,32,146
1515.pgm,0,116,311,344,245,272,8156,6939,1
1516.pgm,0,92,574,769,891,2194,7646,4188,30
1517.pgm,0,6,67,559,2934,10462,2338,10,8
1518.pgm,5,38,113,218,898,7574,7341,186,11
1519.pgm,1,33,38,114,1789,11583,2793,27,6
152.pgm,0,695,4763,2315,831,416,2699,4664,1
1520.pgm,0,0,69,162,662,8009,6101,229,1152
1521.pgm,5,45,285,1049,1196,9665,4119,4,16
1522.pgm,0,35,370,1490,6276,7768,410,11,24
1523.pgm,0,34,180,664,1529,10267,3688,11,11
1524.pgm,3,121,232,514,1216,2335,4458,2200,5305
1525.pgm,0,109,582,1052,1544,2415,6827,3735,120
1526.pgm,2,260,2888,6571,5187,1445,31,0,0
1527.pgm,4,62,226,948,4824,9097,1207,16,0
1528.pgm,0,0,13,185,819,1714,4821,7656,1176
1529.pgm,0,29,148,487,2091,10654,2965,10,0
153.pgm,0,72,484,1098,1927,4987,6334,1476,6
1530.pgm,2,165,850,1559,2514,8072,3166,24,32
1531.pgm,0,9,213,509,1048,10210,4315,18,62
1532.pgm,1,852,1649,950,373,310,2795,9444,10
1533.pgm,0,23,133,485,910,1342,8327,3565,1599
1534.pgm,4,47,309,881,1475,7082,6546,40,0
1535.pgm,0,13,237,754,1375,3942,9047,1013,3
1536.pgm,1,161,583,832,1497,3688,6687,2935,0
1537.pgm,13,755,2676,3264,3346,3428,2053,829,20
1538.pgm,0,1,34,192,1771,12178,2201,7,0
1539.pgm,0,6,57,280,3541,11451,988,8,53
154.pgm,0,9,250,1921,3840,2702,3450,4212,0
1540.pgm,0,3,9,239,2646,10708,2684,30,65
1541.pgm,2,51,229,1855,4035,6134,4017,48,13
1542.pgm,0,3,374,1505,3317,8674,2502,5,4
1543.pgm,0,11,156,1442,7012,7088,669,6,0
1544.pgm,0,99,372,1705,4616,6180,3212,143,57
1545.pgm,0,19,113,621,2861,11720,1050,0,0
1546.pgm,17,661,1654,2110,2534,2939,3401,3066,2
1547.pgm,0,6,19,201,1448,11002,3700,8,0
1548.pgm,0,4,35,537,2426,11236,2081,5,60
1549.pgm,0,9,163,658,1265,9835,4399,13,42
155.pgm,1,55,372,2984,8597,3548,625,201,1
1550.pgm,0,17,185,2047,4464,5962,3587,112,10
1551.pgm,14,342,763,1271,3006,7535,3407,19,27
1552.pgm,24,828,2396,3044,3564,3441,2337,750,0
1553.pgm,0,7,81,858,4653,8751,2027,4,3
1554.pgm,0,32,225,967,3929,5847,4022,1362,0
1555.pgm,1,14,409,959,1695,11349,1931,2,24
1556.pgm,0,0,43,283,1185,11504,2968,85,316
1557.pgm,1,45,294,2028,4290,8434,1274,6,12
1558.pgm,1,35,191,1052,3699,6492,4522,390,2
1559.pgm,0,3,15,86,641,10611,4651,88,289
156.pgm,8,322,2132,3738,3859,2497,2675,1153,0
1560.pgm,0,67,321,638,3833,9162,2328,32,3
1561.pgm,1,111,1070,2143,2421,2270,5996,2368,4
1562.pgm,0,6,23,235,1631,11076,3376,37,0
1563.pgm,0,13,159,359,3510,11376,965,2,0
1564.pgm,0,19,49,517,4400,10127,1155,20,97
1565.pgm,0,0,11,69,374,11581,4264,26,59
1566.pgm,4,35,359,985,5267,7741,1934,20,39
1567.pgm,77,2031,3787,2133,1108,945,2761,3523,19
1568.pgm,0,13,167,524,2633,7455,5026,565,1
1569.pgm,2,55,560,1878,4478,6392,2948,32,39
157.pgm,0,114,1051,4134,5256,784,1310,3733,2
1570.pgm,63,2292,4534,3429,2253,1709,1148,278,678
1571.pgm,0,36,210,1128,4275,7458,3086,188,3
1572.pgm,3,891,8189,6247,899,118,29,5,3
1573.pgm,0,54,577,1181,2999,6294,5030,249,0
1574.pgm,0,10,225,889,1458,5861,7661,280,0
1575.pgm,0,3,106,311,1243,10405,4242,25,49
1576.pgm,1,40,339,1376,3748,9536,1344,0,0
1577.pgm,0,33,542,1679,4532,5649,3372,539,38
1578.pgm,0,80,734,1218,1596,2919,5377,4394,66
1579.pgm,6,1541,8690,5306,776,62,3,0,0
158.pgm,0,0,32,1301,5961,5024,1961,2083,22
1580.pgm,3,39,323,728,4986,9141,1162,1,1
1581.pgm,0,2,51,314,4455,9977,1551,22,12
1582.pgm,0,20,116,914,3965,9728,1598,14,29
1583.pgm,28,270,651,986,1596,2209,8277,2362,5
1584.pgm,2,43,240,1369,4052,7255,3331,90,2
1585.pgm,26,807,2153,2935,3729,3749,2394,591,0
1586.pgm,0,2,5,14,207,2943,9496,3712,5
1587.pgm,1,21,56,208,1097,11977,2986,38,0
1588.pgm,1,21,70,586,4763,9718,1195,9,21
1589.pgm,2,43,283,1599,5029,7259,2137,31,1
159.pgm,0,110,562,3353,2776,2227,4627,1594,1135
1590.pgm,1,91,162,481,2564,5029,3954,889,3213
1591.pgm,18,649,1233,1894,2774,3752,3241,2821,2
1592.pgm,2,36,57,326,1092,9065,5694,112,0
1593.pgm,0,2,7,110,1898,12103,2179,29,56
1594.pgm,22,665,1605,2060,3314,3277,3699,1737,5
1595.pgm,9,139,323,752,1310,4902,8873,76,0
1596.pgm,1,244,1176,1705,2610,2745,1510,6365,28
1597.pgm,0,13,126,544,2128,10377,3156,12,28
1598.pgm,7,262,1382,3037,4521,6191,968,12,4
1599.pgm,0,15,59,133,772,11015,3726,176,488
16.pgm,0,12,582,1230,1947,5293,5558,1762,0
160.pgm,33,870,454,407,2087,2314,3484,6677,58
1600.pgm,0,2,129,1509,4494,5380,4027,843,0
1601.pgm,0,34,289,664,1963,9577,3804,10,43
1602.pgm,5,110,483,1370,5716,6299,2339,62,0
1603.pgm,0,2,49,93,350,9624,6150,116,0
1604.pgm,0,5,23,60,514,10693,4945,19,125
1605.pgm,3,1012,1745,806,332,302,5002,7180,2
1606.pgm,1,16,67,467,3927,9613,2196,97,0
1607.pgm,0,4,30,315,2657,11863,1514,1,0
1608.pgm,0,78,1492,2705,2389,1958,4543,2773,446
1609.pgm,0,3,122,141,593,9838,5616,38,33
161.pgm,0,116,899,3168,4458,2877,3016,1844,6
1610.pgm,0,30,142,526,3496,11076,1107,7,0
1611.pgm,0,4,19,191,2038,11698,2348,86,0
1612.pgm,5,32,209,994,3255,6455,4952,482,0
1613.pgm,0,0,28,115,1931,10456,3704,40,110
1614.pgm,7,34,315,519,3151,11111,1244,3,0
1615.pgm,0,40,343,1436,3550,7630,3342,42,1
1616.pgm,0,5,52,448,1216,10900,3719,17,27
1617.pgm,5,46,320,685,1570,3007,3758,6905,88
1618.pgm,1,12,208,653,3598,10864,1044,4,0
1619.pgm,2,56,321,841,4177,7412,3386,132,57
162.pgm,0,136,1010,5654,4660,2154,1643,206,921
1620.pgm,1,21,383,828,1600,11430,2087,8,26
1621.pgm,2,68,286,774,5025,8991,1126,32,80
1622.pgm,0,212,1097,3647,5461,3302,2618,47,0
1623.pgm,0,4,98,289,797,9548,5619,18,11
1624.pgm,0,13,123,253,746,9869,5281,61,38
1625.pgm,0,265,793,1274,1721,3402,5833,3085,11
1626.pgm,0,7,23,266,2661,11081,2226,15,105
1627.pgm,0,7,123,803,4389,8531,2482,49,0
1628.pgm,0,0,5,33,526,10870,4887,12,51
1629.pgm,0,0,5,14,945,13603,1762,12,43
163.pgm,0,408,3071,7336,3095,788,1222,263,201
1630.pgm,0,0,0,79,1823,10912,3095,137,338
1631.pgm,0,116,824,1682,1971,2178,5833,3780,0
1632.pgm,1,32,96,434,1388,6631,7585,211,6
1633.pgm,5,78,188,1163,2471,6988,5352,81,58
1634.pgm,5,113,409,516,3836,10660,845,0,0
1635.pgm,2,21,59,218,1220,11411,3425,28,0
1636.pgm,1,293,2939,5009,3726,1916,370,124,2006
1637.pgm,0,2,45,178,1003,10935,4212,9,0
1638.pgm,2,26,55,254,711,5062,8076,2198,0
1639.pgm,9,139,500,1206,4187,9398,939,6,0
164.pgm,0,117,582,993,5677,6199,1177,112,1527
1640.pgm,0,5,49,252,2316,10235,2351,96,1080
1641.pgm,2,8,134,539,5026,9976,693,4,2
1642.pgm,0,296,3030,5125,6188,1698,47,0,0
1643.pgm,1,27,228,1096,5242,8664,1109,12,5
1644.pgm,1,217,1578,2837,2981,4141,3082,910,637
1645.pgm,1,38,130,388,1879,9386,4478,52,32
1646.pgm,4,17,22,171,304,786,3988,10292,800
1647.pgm,0,31,265,701,1463,10345,3572,7,0
1648.pgm,3,94,487,1389,3693,5870,4590,251,7
1649.pgm,0,12,147,547,2175,9795,3665,11,32
165.pgm,90,1301,2260,2702,3369,3540,2662,459,1
1650.pgm,1,18,158,567,2670,11673,1292,5,0
1651.pgm,1,145,436,1145,2066,3719,6986,1846,40
1652.pgm,0,211,1101,1365,1662,2068,5394,4070,513
1653.pgm,0,20,106,524,4136,10242,1340,6,10
1654.pgm,1,1293,1968,3575,3405,2378,1112,291,2361
1655.pgm,5,47,119,585,2366,10218,2987,9,48
1656.pgm,0,71,261,815,4135,6950,3966,160,26
1657.pgm,0,10,774,4173,4336,1390,944,54,4703
1658.pgm,0,11,67,862,2709,11411,1311,4,9
1659.pgm,0,67,607,2121,4241,6216,3091,38,3
166.pgm,0,10,177,413,2847,4208,6485,2243,1
1660.pgm,2,262,2767,6608,5249,1477,19,0,0
1661.pgm,1,40,610,2051,4083,7880,1629,10,80
1662.pgm,2,34,141,409,894,2024,8291,4575,14
1663.pgm,0,30,518,725,2044,10216,2796,8,47
1664.pgm,1,10,63,331,2427,10143,3266,67,76
1665.pgm,11,98,586,2078,3261,3454,4875,1998,23
1666.pgm,0,46,269,1349,7349,6958,400,1,12
1667.pgm,15,258,997,3072,3917,2865,1244,438,3578
1668.pgm,0,0,43,1170,4229,8376,2394,29,143
1669.pgm,1,25,189,899,4444,9428,1384,7,7
167.pgm,0,41,312,546,1301,3423,9765,996,0
1670.pgm,0,0,1,100,1058,11342,3703,30,150
1671.pgm,1,91,374,1073,2218,8849,3768,10,0
1672.pgm,8,41,57,236,1701,11131,3030,52,128
1673.pgm,0,0,4,428,4393,10221,1287,12,39
1674.pgm,0,13,106,292,1502,8885,4612,433,541
1675.pgm,17,840,2697,3545,3568,3013,2095,609,0
1676.pgm,5,488,2430,4103,4095,2637,1767,858,1
1677.pgm,2,44,307,1038,2896,7550,4332,206,9
1678.pgm,5,457,1244,1208,1373,1591,6297,4206,3
1679.pgm,0,37,330,2102,4786,6069,3002,34,24
168.pgm,1,103,1219,7927,4917,1061,741,414,1
1680.pgm,0,7,78,349,1173,10494,4277,6,0
1681.pgm,0,59,397,1818,3667,7472,2911,33,27
1682.pgm,0,0,23,149,1547,10777,3878,10,0
1683.pgm,0,16,387,877,3132,10486,1449,8,29
1684.pgm,2,118,822,1823,2669,3038,5873,2037,2
1685.pgm,1,36,225,1183,2477,6875,5142,445,0
1686.pgm,6,657,1713,1751,2466,2775,3507,3509,0
1687.pgm,0,18,144,879,4288,9690,1346,3,16
1688.pgm,3,91,417,880,1382,8130,5315,127,39
1689.pgm,30,2128,5759,6742,1399,251,65,6,4
169.pgm,22,570,2392,6002,4003,1887,642,401,465
1690.pgm,1,5,171,834,5152,8456,1743,9,13
1691.pgm,1,31,309,458,1899,11199,2483,4,0
1692.pgm,8,228,709,737,524,1066,8651,4461,0
1693.pgm,10,335,1177,1770,3761,6094,3179,53,5
1694.pgm,3,116,568,1342,3475,6140,4641,99,0
1695.pgm,2,124,446,1150,3531,8589,2539,3,0
1696.pgm,0,6,63,135,1082,10464,4541,41,52
1697.pgm,0,12,173,886,1591,6456,7064,202,0
1698.pgm,0,250,699,762,1631,4183,8371,488,0
1699.pgm,0,1,5,172,3571,10666,1966,3,0
17.pgm,13,462,1594,2432,2772,3245,2106,1373,2387
170.pgm,0,60,401,1225,4303,5138,3490,1764,3
1700.pgm,28,507,1448,2028,2740,3072,3952,2516,93
1701.pgm,0,0,8,177,2534,12686,978,1,0
1702.pgm,0,12,79,393,1304,6904,7442,250,0
1703.pgm,0,14,33,165,1452,11702,2993,25,0
1704.pgm,0,4,43,179,958,4808,9119,1272,1
1705.pgm,0,26,195,421,1913,6210,7177,430,12
1706.pgm,4,33,268,676,2137,10484,2744,38,0
1707.pgm,2,13,199,1405,4782,7015,2915,53,0
1708.pgm,0,3,236,498,1221,9998,4414,14,0
1709.pgm,0,9,131,448,1703,8723,5270,43,57
171.pgm,0,171,639,1132,2018,3718,5202,3483,21
1710.pgm,0,59,427,489,2451,11890,1068,0,0
1711.pgm,0,13,171,880,3703,8722,2858,36,1
1712.pgm,0,20,213,500,1338,7284,6790,239,0
1713.pgm,174,2938,4410,2081,975,908,3007,1891,0
1714.pgm,4,343,2212,3095,3458,2962,2314,1522,474
1715.pgm,5,41,324,832,3232,10690,1226,23,11
1716.pgm,0,25,81,420,1397,8743,5635,83,0
1717.pgm,3,163,348,381,1671,9462,4138,212,6
1718.pgm,7,144,262,758,1260,3931,9803,219,0
1719.pgm,0,86,443,614,2035,9778,3401,24,3
172.pgm,0,0,268,3094,5843,2761,1494,2881,43
1720.pgm,1,1,20,194,2826,12319,1000,9,14
1721.pgm,2,83,262,386,2721,8930,3775,224,1
1722.pgm,0,0,4,153,1351,6095,8303,478,0
1723.pgm,5,61,307,733,3373,10441,1461,3,0
1724.pgm,1,19,72,278,1449,9409,5009,117,30
1725.pgm,0,1,222,881,4444,8565,2207,17,47
1726.pgm,0,12,63,339,2745,11516,1702,2,5
1727.pgm,8,54,176,380,1628,11370,2739,23,6
1728.pgm,31,176,540,1130,3158,6941,4218,190,0
1729.pgm,0,0,0,3,176,1573,10690,3940,2
173.pgm,1,74,1013,2560,2941,2237,4076,3324,158
1730.pgm,2,36,305,1808,4057,6013,4032,105,26
1731.pgm,2,170,738,1301,4472,6105,3487,74,35
1732.pgm,0,33,403,1042,2006,2864,1698,756,7582
1733.pgm,0,93,838,1837,4154,5813,3584,65,0
1734.pgm,0,12,55,97,653,6403,8758,406,0
1735.pgm,2,61,144,263,1319,10595,3962,6,32
1736.pgm,0,0,20,184,3014,10775,2243,34,114
1737.pgm,0,154,1910,6375,6216,1700,29,0,0
1738.pgm,0,2,8,74,797,11319,3502,240,442
1739.pgm,1,42,281,1575,4264,6884,3155,169,13
174.pgm,0,3,68,538,3463,3579,5261,3471,1
1740.pgm,0,34,347,1063,5662,8917,361,0,0
1741.pgm,2,56,363,1900,5859,7045,1048,24,87
1742.pgm,1,714,1743,939,402,297,5026,7261,1
1743.pgm,0,0,12,103,749,11296,4190,34,0
1744.pgm,0,30,354,1885,3961,3340,3922,2888,4
1745.pgm,0,99,1789,3393,1785,1416,5732,2170,0
1746.pgm,1,47,189,574,1812,10093,3629,13,26
1747.pgm,4,3431,10694,1538,304,193,218,2,0
1748.pgm,0,3,108,694,3187,9549,2838,5,0
1749.pgm,0,1,13,20,418,12975,2942,11,4
175.pgm,0,175,1226,1542,1758,3455,5272,2956,0
1750.pgm,8,150,480,1301,3373,7406,3579,87,0
1751.pgm,7,631,874,815,1414,4543,7580,520,0
1752.pgm,8,1476,4908,3270,1799,1140,915,2859,9
1753.pgm,1,75,371,824,4206,8400,2426,75,6
1754.pgm,2,24,64,583,3115,9817,2754,25,0
1755.pgm,0,13,83,491,2983,8616,4023,175,0
1756.pgm,3,58,256,464,1663,11249,2659,29,3
1757.pgm,1,21,77,422,1769,9103,4984,7,0
1758.pgm,0,14,118,417,4040,10921,870,2,2
1759.pgm,1,391,2223,4671,4215,1861,940,466,1616
176.pgm,0,6,151,1855,7760,4336,1201,933,142
1760.pgm,0,97,1580,3217,1903,1749,6127,1711,0
1761.pgm,0,3,445,4096,7197,2758,1577,308,0
1762.pgm,2,22,60,291,1103,6774,7711,420,1
1763.pgm,0,327,1721,1065,1095,2840,8973,363,0
1764.pgm,0,29,172,1085,3241,10699,1156,1,1
1765.pgm,1,14,19,64,1487,11896,2884,19,0
1766.pgm,2,457,2259,2433,2242,3190,4442,1359,0
1767.pgm,2,43,475,841,1582,11207,2216,9,9
1768.pgm,0,25,340,452,3110,11610,842,1,4
1769.pgm,0,12,64,143,463,9090,6573,39,0
177.pgm,10,1071,3624,4301,3402,1351,1381,1241,3
1770.pgm,0,15,276,1124,5981,7475,1489,24,0
1771.pgm,8,233,937,3167,4320,3608,1460,266,2385
1772.pgm,0,7,57,510,2823,9795,3038,15,139
1773.pgm,0,11,137,535,1877,10553,3257,13,1
1774.pgm,3,21,172,983,3554,7776,3713,67,95
1775.pgm,12,152,660,1287,3987,9136,1130,16,4
1776.pgm,4,92,292,953,2703,9207,3125,8,0
1777.pgm,0,274,983,1468,1540,1990,6519,3601,9
1778.pgm,0,17,223,548,2482,9218,2389,140,1367
1779.pgm,2,146,524,1236,2975,8329,3159,13,0
178.pgm,1,24,121,192,525,980,2277,11066,1198
1780.pgm,5,311,918,732,577,956,8248,4630,7
1781.pgm,0,0,10,92,1471,12168,2633,6,4
1782.pgm,4,140,373,2179,4080,6214,3247,132,15
1783.pgm,1,26,150,1062,6362,7581,1140,17,45
1784.pgm,0,4,231,2052,5926,7211,957,3,0
1785.pgm,3,440,2263,3256,3898,4431,1878,215,0
1786.pgm,22,771,2341,3045,3571,3553,2278,803,0
1787.pgm,2,88,417,842,2419,9874,2670,46,26
1788.pgm,0,15,93,671,3356,5992,5381,875,1
1789.pgm,2,77,391,1520,4222,5038,3687,1446,1
179.pgm,0,115,345,174,321,1927,10124,3376,2
1790.pgm,30,3438,8404,3799,611,75,11,12,4
1791.pgm,10,61,412,622,2645,11387,1243,4,0
1792.pgm,0,12,111,706,1553,6035,7718,247,2
1793.pgm,0,11,178,772,3061,6216,3673,184,2289
1794.pgm,0,5,102,501,2709,10215,2847,5,0
1795.pgm,103,1300,3947,3991,3151,1507,356,95,1934
1796.pgm,2,85,380,1233,6792,7339,546,1,6
1797.pgm,0,17,95,639,1484,9492,4583,41,33
1798.pgm,0,34,65,193,1122,8207,6540,217,6
1799.pgm,0,3,16,295,2574,11106,2389,1,0
18.pgm,0,124,921,1331,1867,4069,6465,1607,0
180.pgm,2,61,405,487,710,1944,7118,5647,10
1800.pgm,6,196,837,1377,1389,1745,6857,3975,2
1801.pgm,57,908,1386,1135,1081,1325,3504,6975,13
1802.pgm,2,20,231,1684,4315,6572,3275,277,8
1803.pgm,1,95,470,759,3346,10452,1258,3,0
1804.pgm,20,846,3103,3825,3441,2988,1665,491,5
1805.pgm,0,4,33,186,955,11039,4164,3,0
1806.pgm,0,29,72,303,1353,10914,3272,67,374
1807.pgm,0,1,187,1576,5519,7834,1262,1,4
1808.pgm,5,17,27,161,1748,11011,3243,52,120
1809.pgm,0,7,83,234,1502,9641,4862,55,0
181.pgm,1,104,490,510,754,2617,8120,3783,5
1810.pgm,0,181,1496,2284,2325,2410,3622,4061,5
1811.pgm,9,156,257,536,2348,11566,1509,3,0
1812.pgm,0,29,145,1000,4315,7914,2934,41,6
1813.pgm,0,241,2964,5414,5164,2337,262,2,0
1814.pgm,1,24,86,164,1026,10184,4822,77,0
1815.pgm,11,932,3464,4026,3899,3191,787,74,0
1816.pgm,0,15,154,738,3301,5083,5925,1166,2
1817.pgm,1,3,20,371,2400,11790,1766,7,26
1818.pgm,0,0,1,22,1057,10978,3974,83,269
1819.pgm,0,68,365,1783,4525,6732,2865,44,2
182.pgm,0,3,24,190,710,3550,10937,970,0
1820.pgm,13,570,1538,2069,2533,4609,4037,1005,10
1821.pgm,3,41,413,1420,3536,7749,2989,44,189
1822.pgm,1,14,198,821,4145,7244,3861,100,0
1823.pgm,0,13,373,1702,3005,5363,5632,294,2
1824.pgm,0,6,140,370,3689,11592,581,3,3
1825.pgm,3,239,2918,6505,5166,1525,28,0,0
1826.pgm,5,27,169,883,2660,7011,5295,334,0
1827.pgm,13,742,2193,2657,2716,2460,3321,2280,2
1828.pgm,0,6,107,919,3723,8531,3046,47,5
1829.pgm,0,3,17,106,1181,12206,2762,30,79
183.pgm,5,194,1068,2881,3353,2854,4402,1626,1
1830.pgm,7,187,857,2082,3986,7265,1985,15,0
1831.pgm,0,13,78,272,1558,10576,3839,5,43
1832.pgm,0,349,1459,1538,3151,2496,6667,724,0
1833.pgm,0,14,56,97,1155,11845,3143,22,52
1834.pgm,0,64,1763,3840,2072,7367,1275,3,0
1835.pgm,8,82,549,1830,4381,7065,2268,22,179
1836.pgm,8,177,651,1594,5722,7405,817,9,1
1837.pgm,0,56,465,1456,2695,2312,3154,5306,940
1838.pgm,6,286,1447,2419,3014,2560,4713,1938,1
1839.pgm,0,0,57,385,3163,10314,2034,51,380
184.pgm,27,1350,1945,2315,2798,3153,3247,1255,294
1840.pgm,0,23,308,2543,4839,6311,2338,22,0
1841.pgm,57,2941,5564,1993,592,541,2332,1484,880
1842.pgm,0,16,359,937,2393,5922,5875,545,337
1843.pgm,0,34,471,757,2097,10258,2745,8,14
1844.pgm,1,70,315,1361,4352,8698,1527,5,55
1845.pgm,46,573,1173,1262,1561,4652,6959,133,25
1846.pgm,3,167,471,1704,4071,3590,1765,259,4354
1847.pgm,2,40,293,2109,7812,5719,409,0,0
1848.pgm,0,28,327,698,1376,6819,6710,411,15
1849.pgm,2,80,1454,2945,3254,6194,2438,12,5
185.pgm,5,696,4518,3837,2728,3516,1067,17,0
1850.pgm,3,4,31,178,1078,11049,4022,10,9
1851.pgm,0,154,635,1382,2271,2287,1521,506,7628
1852.pgm,0,50,379,821,4295,9669,943,53,174
1853.pgm,1,32,123,579,2736,11095,1697,12,109
1854.pgm,0,0,0,0,42,6534,9177,631,0
1855.pgm,0,9,120,684,4343,7944,1546,101,1637
1856.pgm,0,30,153,1468,4282,7288,2923,236,4
1857.pgm,0,11,224,772,2364,11467,1545,1,0
